,request,conversation_id,word1,word2,word1_idf,word2_idf,number_of_characters,number_of_words,avg_word_length,number_of_unique_words,avg_tf,average_idf,average_tf_idf
263,Generate a random password with length 8 and complexity 4.,29132,8,password,5.184988681241034,7.1308988302963465,58,10,5.8,10,0.1,4.539276895782308,0.4539276895782308
175,"Generate a password with 8 characters, including a symbol and a number.",18228,8,password,5.184988681241034,7.1308988302963465,71,12,5.916666666666667,10,0.1,4.542548639864787,0.3948689560616757
297,"Generate a password that follows the following criteria:

• Must contain at least 8 characters
• Must include upper and lowercase letters
• Must include a least one number
• Must include at least one special character",33132,8,password,5.184988681241034,7.1308988302963465,222,37,6.0,24,0.041666666666666664,4.80518047483112,0.17624497705762393
338,"Please create a random password which contains 8 letters, 2 numbers and 2 symbols.",40745,8,password,5.184988681241034,7.1308988302963465,82,14,5.857142857142857,13,0.0769230769230769,4.171190453951742,0.32160779317040616
29,Create a password for email that includes 8 characters.,3198,8,password,5.184988681241034,7.1308988302963465,55,9,6.111111111111111,9,0.1111111111111111,4.340270010570705,0.48225222339674506
181,"Generate a random password that contains at least 8 characters, with one uppercase, one lowercase, and one number.",18736,8,password,5.184988681241034,7.1308988302963465,114,18,6.333333333333333,16,0.0625,3.947215233300804,0.2590091868272736
296,"Given the username @Cleto55, generate a suitable password that contains 8 characters, at least one uppercase, one lowercase, one number, and one special symbol.",33112,8,password,5.184988681241034,7.1308988302963465,160,24,6.666666666666667,21,0.0476190476190476,4.357459632768205,0.2166699761815234
239,Generate a password which is 8 characters long and contains both numbers and letters,25943,8,password,5.184988681241034,7.1308988302963465,84,14,6.0,13,0.0769230769230769,4.57844752415328,0.33660006071196896
234,"Generate a password that is 8 characters long, using at least one letter, one number, and one special character like ~!@#$%^&*",25083,8,password,5.184988681241034,7.1308988302963465,126,21,6.0,19,0.05263157894736842,4.29474213457637,0.23126136499850514
39,Generate a computer password with at least 8 characters.,4539,8,password,5.184988681241034,7.1308988302963465,56,9,6.222222222222222,9,0.1111111111111111,4.36285693901746,0.48476188211305116
269,Generate a password of 8 characters consisting of alphanumeric characters and symbols.,29527,8,password,5.184988681241034,7.1308988302963465,86,12,7.166666666666667,10,0.1,3.4611916675214793,0.3739638426928516
372,Generate a password containing 8 characters with one number and one special character.,45981,8,password,5.184988681241034,7.1308988302963465,86,13,6.615384615384615,12,0.08333333333333331,4.519194958961125,0.3778782715565918
83,Write a code to generate a random password with 8 characters.,9561,8,password,5.184988681241034,7.1308988302963465,61,11,5.545454545454546,10,0.1,4.220813451903929,0.39150094920789846
229,"Generate a random password with at least 8 characters, containing upper- and lowercase letters.",24404,8,password,5.184988681241034,7.1308988302963465,95,14,6.785714285714286,14,0.07142857142857141,4.5735507048783495,0.3266821932055964
48,"Generate a password that meets the following criteria: at least 8 characters long and must contain any two of the following: numbers, lowercase letters, uppercase letters and special characters.",5191,8,password,5.184988681241034,7.1308988302963465,194,29,6.689655172413793,27,0.037037037037037035,4.5990452244279325,0.1619472817486771
79,"Generate a password that is 8 characters in length and contains at least 1 uppercase letter, 1 lowercase letter, 1 special character and 1 number.",8722,8,password,5.184988681241034,7.1308988302963465,146,25,5.84,20,0.05000000000000001,4.617894124758342,0.2231305079223042
220,"Generate a random password with length 8 and containing one capital letter, one number, and one special character.",22554,8,password,5.184988681241034,7.1308988302963465,114,18,6.333333333333333,15,0.06666666666666667,4.750631521908211,0.31176180846592466
212,Create a password with 8 characters which includes two numbers.,22090,8,password,5.184988681241034,7.1308988302963465,63,10,6.3,10,0.1,4.11561484725703,0.41156148472570303
171,Create a complex password with a minimum of 8 characters.,17883,8,password,5.184988681241034,7.1308988302963465,57,10,5.7,9,0.1111111111111111,4.185075158397837,0.42830145748354986
107,Generate a password of 8 characters that contains one uppercase letter and one number.,12233,8,password,5.184988681241034,7.1308988302963465,86,14,6.142857142857143,13,0.0769230769230769,4.182684086163274,0.3242970822113096
201,Generate a random password of length 8 that contains at least one number and one special character.,20729,8,password,5.184988681241034,7.1308988302963465,99,17,5.823529411764706,16,0.06249999999999999,4.219090602130195,0.26470375690154785
315,"Generate a random password with 8 characters, consisting of lower and upper-case letters and numbers.",36924,8,password,5.184988681241034,7.1308988302963465,101,15,6.733333333333333,14,0.07142857142857142,4.278207608677596,0.2971208028731096
1,Generate a password of 8 characters.,102,8,password,5.184988681241034,7.1308988302963465,36,6,6.0,6,0.16666666666666666,3.4217598354161587,0.5702933059026931
123,Generate a computer password that is 8 characters long,13797,8,password,5.184988681241034,7.1308988302963465,54,9,6.0,9,0.1111111111111111,4.443999885385971,0.49377776504288556
304,"Generate a password which is secure, easy to remember and has a minimum length of 8 characters.",35161,8,password,5.184988681241034,7.1308988302963465,95,17,5.588235294117647,16,0.06249999999999999,4.269620185682303,0.2542562820313736
328,"Generate a password with more than 8 characters that includes an upper case letter, a lower case letter, a symbol and a number.",37962,8,password,5.184988681241034,7.1308988302963465,127,23,5.521739130434782,18,0.05555555555555555,4.680986253396879,0.22897668193719492
160,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",17173,8,password,5.184988681241034,7.1308988302963465,144,22,6.545454545454546,19,0.05263157894736842,4.887781820764062,0.2579194074233271
130,"Create a password for the account with at least 8 characters, 1 uppercase letter, 1 lowercase letter, and 2 numbers.",14219,8,password,5.184988681241034,7.1308988302963465,116,20,5.8,18,0.05555555555555555,4.295609851979345,0.23230290430886733
141,"Transfer the following sentence from the active to the passive voice: ""I am writing a book.""",15481,active,passive,5.472670753692815,5.0206856299497575,92,16,5.75,14,0.07142857142857142,3.265306013342408,0.20956293786123004
345,Identify if the following phrase is passive or active voice. Output “Passive” or “Active”.,42451,active,passive,5.472670753692815,5.0206856299497575,90,14,6.428571428571429,13,0.0769230769230769,3.1079203927347576,0.25143036168049976
185,"Convert this sentence from passive to active -
The door was opened by her",18808,active,passive,5.472670753692815,5.0206856299497575,74,14,5.285714285714286,14,0.07142857142857141,2.8702405187360704,0.20501717990971927
131,Change the verb in the sentence from the passive to an active form,14228,active,passive,5.472670753692815,5.0206856299497575,66,13,5.076923076923077,11,0.09090909090909091,3.031366076419183,0.23992823606588126
347,The given text is written in passive voice. Rewrite the sentence in active voice.,42684,active,passive,5.472670753692815,5.0206856299497575,81,14,5.785714285714286,12,0.08333333333333331,3.1148849391859317,0.23034415600292205
191,"Rewrite this sentence in an active voice:

The party was attended by everyone",19767,active,by,5.472670753692815,3.892220378131966,79,13,6.076923076923077,13,0.0769230769230769,4.10268231079565,0.3155909469842808
137,"Convert the sentence from passive to active voice: ""The student was given a laptop by his parents.""",15121,active,passive,5.472670753692815,5.0206856299497575,99,17,5.823529411764706,17,0.058823529411764705,3.553811070027941,0.20904771000164357
142,"Rewrite the following sentence using the active voice:

The assignment was finished by the student.",15561,active,by,5.472670753692815,3.892220378131966,101,15,6.733333333333333,13,0.07692307692307693,3.991563973763073,0.2734126809539775
350,"Given the following sentence, determine whether it is active or passive voice",42992,active,passive,5.472670753692815,5.0206856299497575,77,12,6.416666666666667,12,0.08333333333333333,3.7832212335412017,0.31526843612843347
193,"Classify the following sentence as an example of active or passive voice: 

""The sun rose slowly in the east""",20366,active,passive,5.472670753692815,5.0206856299497575,111,19,5.842105263157895,18,0.055555555555555546,3.406021225269307,0.1810395987477221
352,Determine whether the provided sentence is in the passive or active voice.,43113,active,passive,5.472670753692815,5.0206856299497575,74,12,6.166666666666667,11,0.09090909090909091,3.2887505323315036,0.2781227754923138
68,"Change the following sentence from the passive voice to the active voice:
The painting was created by the artist.",7740,active,passive,5.472670753692815,5.0206856299497575,114,19,6.0,16,0.0625,3.9648005257351175,0.21444351401482672
133,"Edit the following sentence to write it in the active voice:

""A new policy regarding customer service has been implemented by the company.""",14398,active,by,5.472670753692815,3.892220378131966,142,23,6.173913043478261,21,0.04761904761904761,3.1827995893150396,0.1406255829737299
77,Transform this sentence from the passive voice to the active voice.,8551,active,passive,5.472670753692815,5.0206856299497575,67,11,6.090909090909091,10,0.1,3.3167360019579526,0.3065044656573862
184,"Convert this sentence from passive to active -
The door was opened by her",18808,active,by,5.472670753692815,3.892220378131966,74,14,5.285714285714286,14,0.07142857142857141,2.8702405187360704,0.20501717990971927
301,Edit this sentence to make it active “The flowers were watered by her.”,33791,active,by,5.472670753692815,3.892220378131966,71,13,5.461538461538462,13,0.0769230769230769,4.11885405362822,0.3168349272021708
331,"Re-word the following sentence to use active voice:

""The door was shut by Sarah.""",38798,active,by,5.472670753692815,3.892220378131966,84,14,6.0,14,0.07142857142857141,2.7462253601152553,0.19615895429394678
162,"Rewrite the following sentence in the active voice:

The possibility of winning was thought to be impossible by many.",17188,active,by,5.472670753692815,3.892220378131966,119,19,6.2631578947368425,18,0.055555555555555546,2.9203531241160103,0.1558009058730262
335,"Convert the following sentence into a complete sentence using the active voice:
The flower was watered by Mary",39874,active,by,5.472670753692815,3.892220378131966,111,18,6.166666666666667,16,0.0625,3.730774293468377,0.2209500435165312
173,Categorize this sentence as passive or active voice,18071,active,passive,5.472670753692815,5.0206856299497575,51,8,6.375,8,0.125,4.029951957715572,0.5037439947144465
95,"Change this sentence to the active voice: ""The ball was caught by the boy.""",10477,active,by,5.472670753692815,3.892220378131966,75,14,5.357142857142857,13,0.0769230769230769,3.6655289008342633,0.26573871579339703
156,"Convert the following sentence from active to passive voice.
The police arrested the suspect.",16737,active,passive,5.472670753692815,5.0206856299497575,94,14,6.714285714285714,13,0.0769230769230769,2.8491047328034615,0.2079820213450061
64,Classify the given sentence as active or passive voice.,7469,active,passive,5.472670753692815,5.0206856299497575,55,9,6.111111111111111,9,0.1111111111111111,3.1407722929957096,0.34897469922174545
340,"Rewrite the following sentence to use an active voice:

The school was visited by the mayor yesterday.",40841,active,by,5.472670753692815,3.892220378131966,104,17,6.117647058823529,16,0.06249999999999999,3.650461421437743,0.21707797111230767
309,Convert this sentence from it's active form to it's passive form,36011,active,passive,5.472670753692815,5.0206856299497575,64,11,5.818181818181818,9,0.1111111111111111,3.60376360092195,0.3936305349790226
152,Rewrite the following sentence using the active voice: The flowers were planted by my brother.,16613,active,by,5.472670753692815,3.892220378131966,94,15,6.266666666666667,14,0.07142857142857142,4.492072396924777,0.3027196780334026
90,Convert this sentence from active voice to passive voice: “The team finished the project on time.”,10076,active,passive,5.472670753692815,5.0206856299497575,98,16,6.125,16,0.0625,3.90336387469584,0.24396024216849
119,"Rewrite this sentence ""The mouse was eaten by the cat."" in active voice.",13538,active,by,5.472670753692815,3.892220378131966,72,13,5.538461538461538,13,0.0769230769230769,3.8598307824695226,0.29691006018996335
183,Change this sentence from active to passive voice - Jack bought a new car.,18800,active,passive,5.472670753692815,5.0206856299497575,74,14,5.285714285714286,14,0.07142857142857141,3.763119646043587,0.2687942604316848
87,Rewrite this sentence using the active voice: The data was analyzed by the team,9994,active,by,5.472670753692815,3.892220378131966,79,14,5.642857142857143,13,0.0769230769230769,3.9216224916912625,0.2835960903762518
313,"Change the following sentence from passive to active voice:
The new product was launched yesterday",36582,active,passive,5.472670753692815,5.0206856299497575,99,15,6.6,15,0.06666666666666667,4.191514834726806,0.2794343223151204
323,Rewrite the following sentence so that it uses an active voice instead of a passive one.,37547,active,passive,5.472670753692815,5.0206856299497575,88,16,5.5,16,0.0625,3.6070776730270215,0.22544235456418885
86,Is the following sentence written in the active or passive voice?,9943,active,passive,5.472670753692815,5.0206856299497575,65,11,5.909090909090909,10,0.1,3.1576983899375963,0.2920465009282629
258,"Rewrite the following sentence using the active voice:

The app was downloaded by more than 1 million users.",27923,active,by,5.472670753692815,3.892220378131966,110,18,6.111111111111111,17,0.058823529411764705,4.170938977710505,0.23374894766070567
67,"Change the following sentence from the passive voice to the active voice:
The painting was created by the artist.",7740,active,by,5.472670753692815,3.892220378131966,114,19,6.0,16,0.0625,3.9648005257351175,0.21444351401482672
207,Convert this sentence written in passive voice to an active voice sentence.,21532,active,passive,5.472670753692815,5.0206856299497575,75,12,6.25,11,0.09090909090909091,3.5172067914832086,0.34821393478984786
240,Rewrite the sentence in active voice: The study was written by Dr. Susan Smith.,26109,active,by,5.472670753692815,3.892220378131966,79,14,5.642857142857143,14,0.07142857142857141,3.887719006256203,0.2776942147325859
380,Describe the difference between active and passive voice.,46935,active,passive,5.472670753692815,5.0206856299497575,57,8,7.125,8,0.125,3.472812850913158,0.43410160636414474
206,Identify whether this sentence is written in active or passive voice.,21531,active,passive,5.472670753692815,5.0206856299497575,69,11,6.2727272727272725,11,0.09090909090909091,3.6830794477102407,0.3348254043372947
386,"Given two sentences, determine which one is written in active voice and which one is written in passive voice.",47521,active,passive,5.472670753692815,5.0206856299497575,110,19,5.7894736842105265,14,0.07142857142857141,3.8761298519990244,0.2834603820378226
245,"Change the following sentence to active voice:
""The tent was pitched by the students.",26406,active,by,5.472670753692815,3.892220378131966,86,14,6.142857142857143,13,0.0769230769230769,2.8813038518818828,0.21028195842203615
22,Identify if the given sentence is using the active or passive voice.,2711,active,passive,5.472670753692815,5.0206856299497575,68,12,5.666666666666667,11,0.09090909090909091,3.179848446397267,0.26904760166446073
21,Change the following sentence to the active voice: The presentation was given by our manager.,2517,active,by,5.472670753692815,3.892220378131966,93,15,6.2,14,0.07142857142857142,3.4520247761726077,0.23305835149274956
392,"Change the syntax of the sentence to active voice :""The delicious dinner was made by him"".",48233,active,by,5.472670753692815,3.892220378131966,90,16,5.625,15,0.06666666666666667,4.522339065943721,0.28493007163286993
18,Transform this sentence from active to passive voice:,2318,active,passive,5.472670753692815,5.0206856299497575,53,8,6.625,8,0.125,3.357189869920426,0.41964873374005324
36,"Rewrite the following paragraph, replacing the passive voice with active voice where appropriate.",4122,active,passive,5.472670753692815,5.0206856299497575,97,13,7.461538461538462,11,0.09090909090909091,3.3713178708362577,0.32078165156568395
247,"Convert the following sentence from the active to the passive voice.
""John ran the marathon""",26604,active,passive,5.472670753692815,5.0206856299497575,93,15,6.2,12,0.08333333333333333,2.4929666412030294,0.17716040013486106
395,"Rewrite the following sentence with active voice:
""The form was filled out by me.""",49113,active,by,5.472670753692815,3.892220378131966,83,14,5.928571428571429,14,0.07142857142857141,3.848928089092084,0.27492343493514887
249,"Change this sentence from passive to active voice:

The new policy was announced by the mayor.",27003,active,by,5.472670753692815,3.892220378131966,96,16,6.0,16,0.0625,3.509532116392924,0.21934575727455774
250,"Change this sentence from passive to active voice:

The new policy was announced by the mayor.",27003,active,passive,5.472670753692815,5.0206856299497575,96,16,6.0,16,0.0625,3.509532116392924,0.21934575727455774
251,Determine if the following sentence is active or passive voice – “The decision was made by them”.,27033,active,by,5.472670753692815,3.892220378131966,97,17,5.705882352941177,17,0.058823529411764705,3.914130670443837,0.23024298061434337
252,Determine if the following sentence is active or passive voice – “The decision was made by them”.,27033,active,passive,5.472670753692815,5.0206856299497575,97,17,5.705882352941177,17,0.058823529411764705,3.914130670443837,0.23024298061434337
402,"Rewrite this sentence in the active voice: ""The test was taken by Emily yesterday"".",50182,active,by,5.472670753692815,3.892220378131966,83,14,5.928571428571429,14,0.07142857142857141,3.6299452000459076,0.25928180000327905
5,Change the sentence from passive to active voice.,752,active,passive,5.472670753692815,5.0206856299497575,49,8,6.125,8,0.125,3.020595697645747,0.3775744622057184
4,Change the sentences from active voice to passive voice.,685,active,passive,5.472670753692815,5.0206856299497575,56,9,6.222222222222222,9,0.1111111111111111,3.7816824548000976,0.42018693942223306
254,"Rewrite the following text in an active voice: ""The apples were picked by me"".",27305,active,by,5.472670753692815,3.892220378131966,78,14,5.571428571428571,14,0.07142857142857141,3.4884489560061973,0.24917492542901407
16,"Rewrite the following sentence in active voice: 
The ball was thrown by Jack.",2198,active,by,5.472670753692815,3.892220378131966,78,13,6.0,13,0.0769230769230769,3.5085349310640983,0.269887302389546
375,Explain the differences between active and passive transport.,46551,active,passive,5.472670753692815,5.0206856299497575,61,8,7.625,8,0.125,3.4594723996342354,0.4324340499542794
385,Identify the passive and active voice used in the following sentence.,47369,active,passive,5.472670753692815,5.0206856299497575,69,11,6.2727272727272725,10,0.1,3.0688047836690653,0.2839652639947601
136,"Convert the sentence from passive to active voice: ""The student was given a laptop by his parents.""",15121,active,by,5.472670753692815,3.892220378131966,99,17,5.823529411764706,17,0.058823529411764705,3.553811070027941,0.20904771000164357
360,Give an example of an active sentence and passive sentence.,43991,active,passive,5.472670753692815,5.0206856299497575,59,10,5.9,9,0.1111111111111111,2.9815634820229238,0.3257423701531719
223,Convert the given sentence written in the active voice to passive voice.,23197,active,passive,5.472670753692815,5.0206856299497575,72,12,6.0,11,0.09090909090909091,3.27242508530033,0.2767623215730494
365,Rewrite the following sentence using active voice instead of passive voice: The game was watched by hundreds of viewers.,44813,active,by,5.472670753692815,3.892220378131966,120,19,6.315789473684211,18,0.055555555555555546,4.0437242851694,0.21583450586445796
366,Rewrite the following sentence using active voice instead of passive voice: The game was watched by hundreds of viewers.,44813,active,passive,5.472670753692815,5.0206856299497575,120,19,6.315789473684211,18,0.055555555555555546,4.0437242851694,0.21583450586445796
209,Detect if the following sentence is written in passive or active voice.,21577,active,passive,5.472670753692815,5.0206856299497575,71,12,5.916666666666667,12,0.08333333333333333,3.0779255239124317,0.2564937936593693
278,Rewrite this sentence using active voice: The instructions were given by me,30805,active,by,5.472670753692815,3.892220378131966,75,12,6.25,12,0.08333333333333333,4.267257440359214,0.3556047866966011
42,"Rewrite the following in an active voice:

The car was driven by the woman",4608,active,by,5.472670753692815,3.892220378131966,76,14,5.428571428571429,13,0.0769230769230769,3.8771136394864163,0.2800688668360752
227,"Convert the following sentence into active voice:

The beach was walked by me.",24137,active,by,5.472670753692815,3.892220378131966,80,13,6.153846153846154,13,0.0769230769230769,3.1403389357608607,0.24156453352006618
43,"Transform the following passive voice sentence into active voice, and maintain the meaning of the sentence.",4623,active,passive,5.472670753692815,5.0206856299497575,107,16,6.6875,14,0.07142857142857142,3.38174608899661,0.21634214149622408
44,Edit the following sentence to use the active voice instead of passive voice.,4843,active,passive,5.472670753692815,5.0206856299497575,77,13,5.923076923076923,12,0.08333333333333331,3.563931366302353,0.2775216817323838
283,"Change the following sentence from active to passive voice: ""I changed the plan""",31272,active,passive,5.472670753692815,5.0206856299497575,80,13,6.153846153846154,12,0.08333333333333331,3.3843289949900726,0.26454939348179757
256,Describe the effects of air pollution,27411,air,pollution,5.809142990314028,7.824046010856292,37,6,6.166666666666667,6,0.16666666666666666,4.01111744899367,0.6685195748322783
394,Identify a ways to reduce air pollution in an urban area,48933,air,pollution,5.809142990314028,7.824046010856292,56,11,5.090909090909091,11,0.09090909090909091,4.3984771862753105,0.39986156238866455
158,Name two types of air pollution and describe how each affects human health.,16960,air,pollution,5.809142990314028,7.824046010856292,75,13,5.769230769230769,13,0.0769230769230769,4.139352669578405,0.31841174381372345
12,Identify the most important cause of air pollution in the cities.,1734,air,pollution,5.809142990314028,7.824046010856292,65,11,5.909090909090909,10,0.1,3.6504722734268684,0.33684412670001496
318,Identify the contributing factors of air pollution,37044,air,pollution,5.809142990314028,7.824046010856292,50,7,7.142857142857143,7,0.14285714285714282,4.175313559407636,0.5964733656296622
290,List three ways to reduce air pollution,32038,air,pollution,5.809142990314028,7.824046010856292,39,7,5.571428571428571,7,0.14285714285714282,5.0261389872964095,0.7180198553280585
400,Explain the main cause of air pollution in the following city.,50075,air,pollution,5.809142990314028,7.824046010856292,62,11,5.636363636363637,10,0.1,3.4264115297439406,0.3164749681833851
348,Write a hypothesis why there is a relationship between air pollution and asthma.,42701,air,pollution,5.809142990314028,7.824046010856292,80,13,6.153846153846154,12,0.08333333333333331,4.1457715184495765,0.32417916230430305
253,Explain why air pollution is a global problem.,27285,air,pollution,5.809142990314028,7.824046010856292,46,8,5.75,8,0.125,4.327040939249426,0.5408801174061783
353,Compare and contrast the impacts of air pollution on both urban and rural places.,43127,air,pollution,5.809142990314028,7.824046010856292,81,14,5.785714285714286,13,0.0769230769230769,4.605035652373951,0.34041283166793523
287,Make a prediction about the impacts of increased air pollution on the global climate,31665,air,pollution,5.809142990314028,7.824046010856292,84,14,6.0,13,0.0769230769230769,4.618538287280681,0.33250574053306275
217,Propose a strategy to reduce air pollution in a city.,22381,air,pollution,5.809142990314028,7.824046010856292,53,10,5.3,9,0.1111111111111111,3.9113010643132946,0.40092404807509546
85,Propose solutions to reduce air pollution,9672,air,pollution,5.809142990314028,7.824046010856292,41,6,6.833333333333333,6,0.16666666666666666,5.268024219630926,0.8780040366051545
88,Select the correct word to fill in the blank: The air pollution in the city is getting ____.,10019,air,pollution,5.809142990314028,7.824046010856292,92,18,5.111111111111111,15,0.06666666666666668,4.534771216381896,0.2613580429710524
389,Write a 150-word essay on the effects of air pollution in cities.,47665,air,pollution,5.809142990314028,7.824046010856292,65,12,5.416666666666667,12,0.08333333333333333,3.399701447923653,0.28330845399363774
167,Compare and contrast the effects of climate change and air pollution,17543,air,pollution,5.809142990314028,7.824046010856292,68,11,6.181818181818182,10,0.1,4.111253811039939,0.3899871132235442
241,What is one way to reduce air pollution in urban areas?,26303,air,pollution,5.809142990314028,7.824046010856292,55,11,5.0,11,0.09090909090909091,4.320871468085748,0.39280649709870435
381,Formulate a set of research questions for a study about the prevalence of air pollution in five major cities,46942,air,pollution,5.809142990314028,7.824046010856292,108,19,5.684210526315789,17,0.058823529411764705,3.9092026680876333,0.21055856789979563
180,Name five common sources of air pollution,18599,air,pollution,5.809142990314028,7.824046010856292,41,7,5.857142857142857,7,0.14285714285714282,4.631589109923368,0.6616555871319098
246,Propose a plan to reduce air pollution in urban areas.,26516,air,pollution,5.809142990314028,7.824046010856292,54,10,5.4,10,0.1,4.317482405454886,0.43174824054548866
384,How could the government reduce air pollution from transport?,47357,air,pollution,5.809142990314028,7.824046010856292,61,9,6.777777777777778,9,0.1111111111111111,4.878419202344562,0.5420465780382846
100,Name two methods to reduce air pollution,10828,air,pollution,5.809142990314028,7.824046010856292,40,7,5.714285714285714,7,0.14285714285714282,4.589354288805232,0.6556220412578903
27,Suggest some ideas on how to reduce air pollution in Beijing.,3145,air,pollution,5.809142990314028,7.824046010856292,61,11,5.545454545454546,11,0.09090909090909091,4.192192887011823,0.3811084442738021
367,Generate the main points for a presentation about the impact of air pollution in cities.,45152,air,pollution,5.809142990314028,7.824046010856292,88,15,5.866666666666666,14,0.07142857142857142,3.4343272634403372,0.23139128957483557
219,Generate a new sentence by changing the verb-ing form to its base form.,22407,changing,by,5.472670753692815,3.892220378131966,71,13,5.461538461538462,13,0.0769230769230769,3.4050845979558666,0.2619295844581436
177,Edit the paragraph by changing the verb tenses of the verbs in the paragraph to the past tense.,18477,changing,by,5.472670753692815,3.892220378131966,95,18,5.277777777777778,13,0.07692307692307693,3.235277903779888,0.2131972046439512
189,Rewrite a sentence by changing the verb,19218,changing,by,5.472670753692815,3.892220378131966,39,7,5.571428571428571,7,0.14285714285714282,2.8244197143565586,0.4034885306223655
190,Edit the following sentence by changing the tense:,19478,changing,by,5.472670753692815,3.892220378131966,50,8,6.25,7,0.14285714285714285,2.778928292739115,0.3583286606470485
150,Rewrite the following sentence without changing the meaning: His car was wrecked by a careless driver.,16479,changing,by,5.472670753692815,3.892220378131966,102,16,6.375,15,0.06666666666666667,3.300266459920861,0.20931182709357024
151,Rewrite the following sentence without changing the meaning: The plane was delayed by two hours.,16491,changing,by,5.472670753692815,3.892220378131966,96,15,6.4,14,0.07142857142857142,3.8889242890758817,0.2625098041768096
172,Paraphrase the sentence by changing at least 5 words starting with the word “The”,17967,changing,by,5.472670753692815,3.892220378131966,81,14,5.785714285714286,13,0.0769230769230769,3.764835731920605,0.27176427281372095
218,Rewrite the given sentence by changing its voice.,22398,changing,by,5.472670753692815,3.892220378131966,49,8,6.125,8,0.125,2.9590432412092036,0.36988040515115045
192,Correct the given sentence by changing grammatical errors.,19900,changing,by,5.472670753692815,3.892220378131966,58,8,7.25,8,0.125,3.2510022636449296,0.4063752829556162
303,"Edit the sentence by changing the grammatical categories (e.g., change a noun to a verb).",33962,changing,by,5.472670753692815,3.892220378131966,89,15,5.933333333333334,13,0.07692307692307693,3.681920186974567,0.25295521831330436
314,Format the text by changing the font size and style.,36727,changing,by,5.472670753692815,3.892220378131966,52,10,5.2,9,0.1111111111111111,4.0375572614030135,0.4100200827429637
163,Edit the sentence by changing one or two words in order to make it grammatically accurate.,17229,changing,by,5.472670753692815,3.892220378131966,90,16,5.625,16,0.0625,3.2567913138590834,0.2035494571161927
0,"Based on the information provided, rewrite the sentence by changing its tense from past to future.",22,changing,by,5.472670753692815,3.892220378131966,98,16,6.125,15,0.06666666666666667,3.788187145356676,0.23904557659617956
356,Reword the sentence by changing its tense to the past.,43621,changing,by,5.472670753692815,3.892220378131966,54,10,5.4,9,0.1111111111111111,3.3904922944401115,0.3453135860466735
377,Take the given piano composition and edit it by changing 2 chords.,46592,changing,by,5.472670753692815,3.892220378131966,66,12,5.5,12,0.08333333333333333,3.797178868275309,0.3164315723562757
259,Improve the given recipe by adding a new ingredient or changing the quantity or type of ingredients.,28354,changing,by,5.472670753692815,3.892220378131966,100,17,5.882352941176471,15,0.06666666666666667,3.881759277169027,0.245240782496478
